fecha_ingreso,hora_ingreso,nro_registro_interno,situacion,origen,es_anonima,tema,subtema,provincia,localidad,dependencia_alta,via_ingreso,derivacion_institucion,derivacion_fecha,derivacion_judicializa,derivacion2_institucion,derivacion2_fecha,derivacion2_judicializa,derivacion3_institucion,derivacion3_fecha,derivacion3_judicializa,denunciante_nacionalidad,denunciante_provincia,denunciante_localidad,denunciante_tipo,denunciante_como_conocio_la_linea,denunciante_genero,denunciante_edad_aparente,provincia_indec_id
2021-02-26,,6505450515,Urgencia,Ciudadano,No,Trata,Posible captación,Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Área Legal del Programa Nacional de Rescate,2021-02-26 10:34,Sí,,,,,,,,Buenos Aires,,Denunciante - ciudadano,,Hombre,0,06
2021-02-26,,8415450515,Emergencia,Institución - uatre,No,Trata,Explotación laboral,Buenos Aires,San Miguel del Monte,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2021-02-26 11:47,Sí,,,,,,,,,,Denunciante - ciudadano,,Hombre,0,06
2021-02-26,,515450515,Urgencia,Institución - renatre,No,Trata,Explotación laboral,Santiago del Estero,Quimili,PNR - Línea 145,Línea 145,Protex,2021-02-26 14:32,Sí,,,,,,,,,,Denunciante - ciudadano,,Mujer,0,86
2021-02-26,,3525450515,Emergencia,Ciudadano,Sí,Trata,"Explotación sexual niñas, niños y adolescentes",Santa Fe,Rosario,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2021-02-26 22:24,Sí,Protex,2021-02-26 22:24,No,,,,,,,Denunciante - ciudadano,,Mujer,17,82
2021-02-26,,5525450515,Emergencia,Ciudadano,Sí,Trata,Posible captación,Santiago del Estero,Santiago del Estero,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2021-02-26 23:34,Sí,Protex,2021-02-26 23:34,No,,,,,,,Denunciante - ciudadano,,Mujer,30,86
2021-02-27,,7535450515,Emergencia,Ciudadano,Sí,Trata,"Explotación laboral niñas, niños y adolescentes",Neuquén,Centenario,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2021-02-27 11:38,Sí,Protex,2021-02-27 11:38,No,,,,,,,Denunciante - ciudadano,,Hombre,35,58
2021-02-27,,8455450515,Urgencia,Ciudadano,Sí,Trata,Explotación sexual,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,PNR - Línea 145,Línea 145,Área Legal del Programa Nacional de Rescate,2021-02-27 16:29,Sí,,,,,,,,,,Denunciante - ciudadano,,Hombre,40,02
2021-02-27,,9455450515,Emergencia,Institución - renatre,No,Trata,Explotación laboral,Corrientes,Santo Tomé,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2021-02-27 17:56,Sí,Protex,2021-02-27 17:56,No,,,,,,,Denunciante - ciudadano,,Hombre,30,18
2021-02-27,,555450515,Emergencia,Institución - renatre,No,Trata,"Explotación laboral niñas, niños y adolescentes",Corrientes,Santo Tomé,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2021-02-27 18:12,Sí,Protex,2021-02-27 18:12,No,,,,,,,Denunciante - institucion,,Hombre,30,18
2021-02-27,,1555450515,Emergencia,Institución - renatre,No,Trata,Explotación laboral,Corrientes,Santo Tomé,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2021-02-27 18:30,Sí,Protex,2021-02-27 18:30,No,,,,,,,Denunciante - institucion,,Hombre,30,18
2021-02-27,,4555450515,Urgencia,Ciudadano,Sí,Trata,Otro,Entre Ríos,Chajarí,PNR - Línea 145,Línea 145,,,,,,,,,,,,,Denunciante - ciudadano,,,30,30
2021-02-27,,5555450515,Urgencia,Institución - renatre,No,Trata,Explotación laboral,,,PNR - Línea 145,Línea 145,,,,,,,,,,,,,Denunciante - ciudadano,,Hombre,40,
2021-02-28,,8465450515,Urgencia,Ciudadano,No,Trata,Otro,Buenos Aires,Avellaneda,PNR - Línea 145,Línea 145,,,,,,,,,,,,,Denunciante - ciudadano,,,30,06
2021-02-28,,9465450515,Urgencia,Institución - renatre,No,Trata,Explotación laboral,Corrientes,Santo Tome,PNR - Línea 145,Correo Institucional,Protex,2021-02-28 08:46,No,,,,,,,,,,Denunciante - ciudadano,,Hombre,50,18
2021-02-28,,565450515,Urgencia,Institución - renatre,No,Trata,Explotación laboral,Corrientes,Santo Tome,PNR - Línea 145,Correo Institucional,Protex,2021-02-28 08:57,No,,,,,,,,,,Denunciante - ciudadano,,Hombre,50,18
2021-02-28,,4565450515,Emergencia,Ciudadano,No,Trata,Posible captación,Chaco,Resistencia,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2021-02-28 20:14,Sí,Protex,2021-02-28 20:14,No,,,,Argentina,Buenos Aires,Buenos Aires,Denunciante - ciudadano,,Mujer,42,22
2021-02-28,,7565450515,Emergencia,Ciudadano,No,Trata,Posible captación,Chaco,Resistencia,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2021-02-28 20:03,Sí,Protex,2021-02-28 20:03,No,,,,,,,,,,,22
2021-03-01,,1584550515,Urgencia,Ciudadano,No,Trata,Explotación sexual,Buenos Aires,,PNR - Línea 145,Correo Institucional,Área Legal del Programa Nacional de Rescate,2021-03-01 10:34,Sí,,,,,,,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Denunciante - ciudadano,,Mujer,39,06
2021-03-01,,5594550515,Urgencia,Ciudadano,No,Trata,Posible captación,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,PNR - Línea 145,Línea 145,Protex,2021-03-01 16:12,Sí,,,,,,,,Buenos Aires,,Denunciante - ciudadano,,Hombre,45,02
2021-03-02,,8415550515,Urgencia,Ciudadano,Sí,Trata,Posible captación,,,PNR - Línea 145,Línea 145,,,,,,,,,,,,,Denunciante - ciudadano,,Mujer,0,
2021-03-02,,3515550515,Emergencia,Institución - uatre,No,Trata,Explotación laboral,Río Negro,Luis Beltrán,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2021-03-02 12:14,Sí,,,,,,,,,,Denunciante - ciudadano,,Hombre,0,62
2021-03-02,,9425550515,Urgencia,Ciudadano,Sí,Trata,Explotación sexual,Jujuy,La Quiaca,PNR - Línea 145,Línea 145,Protex,2021-03-02 20:06,No,,,,,,,Argentina,Misiones,Garupa,Denunciante - ciudadano,,Mujer,36,38
2021-03-02,,3525550515,Urgencia,Ciudadano,No,Trata,Persona desaparecida,,,PNR - Línea 145,Línea 145,,,,,,,,,,,,,,,,,
2021-03-03,,6525550515,Emergencia,Ciudadano,Sí,Trata,Explotación sexual,Corrientes,Nueve de Julio,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2021-03-03 13:22,Sí,,,,,,,,,,Denunciante - ciudadano,,Hombre,0,18
2021-03-03,,3535550515,Urgencia,Ciudadano,Sí,Trata,Explotación laboral,Buenos Aires,Bahía Blanca,PNR - Línea 145,Línea 145,Protex,2021-03-03 18:57,Sí,,,,,,,,,,Denunciante - ciudadano,,,0,06
2021-03-04,,2545550515,Urgencia,Ciudadano,No,Trata,Explotación sexual,Buenos Aires,San Antonio de Padua,PNR - Línea 145,Línea 145,Protex,2021-03-04 15:11,Sí,,,,,,,,,,Denunciante - ciudadano,,Mujer,44,06
2021-03-04,,7545550515,Urgencia,Institución - migraciones,No,Trata,Trata de personas,Chubut,Rawson,PNR - Línea 145,Línea 145,Protex,2021-03-04 15:10,Sí,,,,,,,,,,Denunciante - ciudadano,,Mujer,0,26
2021-03-04,,8455550515,Emergencia,"Institución - dirección de inspección del trabajo infantil, adolescente e indicios de explotación laboral",No,Trata,Explotación laboral,Buenos Aires,Ramallo,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2021-03-04 14:08,Sí,Protex,2021-03-04 14:08,No,,,,,,,Denunciante - ciudadano,,Mujer,0,06
2021-03-04,,1555550515,Urgencia,Ciudadano,No,Trata,Explotación sexual,Chaco,Resistencia,PNR - Línea 145,Línea 145,,,,,,,,,,,,,,,,,22
2021-03-04,,3555550515,Urgencia,Ciudadano,No,Trata,Explotación sexual,,,PNR - Línea 145,Línea 145,Protex,2021-03-04 17:43,Sí,,,,,,,Argentina,Río Negro,Cinco Saltos,Denunciante - ciudadano,,Mujer,0,
2021-03-05,,5555550515,Urgencia,Ciudadano,Sí,Trata,Explotación laboral,Buenos Aires,La Tablada,PNR - Línea 145,Línea 145,Protex,2021-03-05 01:51,Sí,,,,,,,,,,,,,,06
2021-03-05,,4565550515,Urgencia,Institución - línea 144,No,Trata,"Explotación laboral niñas, niños y adolescentes",Buenos Aires,La Tablada,PNR - Línea 145,Correo Institucional,,,,,,,,,,Paraguay,,,Denunciante - ciudadano,,Mujer,0,06
2021-03-05,,6565550515,Emergencia,Ciudadano,No,Trata,Posible captación,Chaco,,PNR - Línea 145,Línea 145,,,,,,,,,,,,,Denunciante - ciudadano,,Mujer,40,22
2021-03-05,,7565550515,Emergencia,Ciudadano,No,Trata,Explotación sexual,Santa Fe,Rosario,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2021-03-05 13:50,Sí,,,,,,,,,,Denunciante - ciudadano,,Mujer,0,82
2021-03-05,,1575550515,Urgencia,Ciudadano,Sí,Trata,Explotación sexual,Neuquén,Neuquén,PNR - Línea 145,Línea 145,,,,,,,,,,,,,Denunciante - ciudadano,,Mujer,36,58
2021-03-05,,584650515,Emergencia,Ciudadano,Sí,Trata,"Explotación laboral niñas, niños y adolescentes",Santa Fe,Rafaela,PNR - Línea 145,Línea 145,,,,,,,,,,,,,Denunciante - ciudadano,,,36,82
2021-03-06,,3505650515,Urgencia,Ciudadano,No,Trata,Persona desaparecida,Buenos Aires,Mar del Plata,PNR - Línea 145,Línea 145,PERSONAS EXTRAVIADAS,2021-03-06 17:54,No,Protex,2021-03-06 17:54,Sí,,,,,Buenos Aires,Mar del Plata,Denunciante - ciudadano,,Hombre,50,06
2021-03-06,,6505650515,Urgencia,Ciudadano,No,Trata,Posible captación,Buenos Aires,,PNR - Línea 145,Línea 145,Protex,2021-03-06 22:53,No,,,,,,,,,,,,,,06
2021-03-06,,7505650515,Urgencia,Ciudadano,No,Trata,Posible captación,Buenos Aires,Moreno,PNR - Línea 145,Línea 145,,,,,,,,,,,,,,,,,06
2021-03-07,,515650515,Urgencia,Ciudadano,No,Trata,Persona desaparecida,,,PNR - Línea 145,Línea 145,,,,,,,,,,,,,,,,,
2021-03-07,,4515650515,Emergencia,Institución - hospital de moreno,No,Trata,Explotación sexual,Buenos Aires,Moreno,PNR - Línea 145,teléfono institucional,Policía Federal Argentina,2021-03-07 13:46,Sí,Protex,2021-03-07 13:46,No,,,,,,,Denunciante - institucion,,Hombre,40,06
2021-03-07,,2525650515,Urgencia,Ciudadano,No,Trata,Explotación sexual,Buenos Aires,La Plata,PNR - Línea 145,Línea 145,Protex,2021-03-07 16:40,Sí,,,,,,,Argentina,,,Denunciante - ciudadano,,Mujer,41,06
2021-03-07,,9435650515,Urgencia,Ciudadano,No,Trata,Persona desaparecida,Buenos Aires,Sierra de los Padres,PNR - Línea 145,Correo Institucional,Protex,2021-03-07 20:44,Sí,,,,,,,,Buenos Aires,Mar del Plata,Denunciante - ciudadano,,Hombre,45,06
2021-03-08,,7535650515,Urgencia,Ciudadano,Sí,Trata,Ofrecimiento,,,PNR - Línea 145,Línea 145,Delitos Informáticos,2021-03-08 10:44,No,Protex,2021-03-08 10:44,Sí,,,,,,,Denunciante - ciudadano,,Mujer,30,
2021-03-08,,1545650515,Urgencia,Ciudadano,Sí,Trata,Explotación sexual,,,PNR - Línea 145,Línea 145,Protex,2021-03-08 12:04,No,,,,,,,,,,Denunciante - ciudadano,,,44,
2021-03-08,,2545650515,Urgencia,Ciudadano,No,Trata,Persona desaparecida,,,PNR - Línea 145,Línea 145,personas extraviadas,2021-03-08 12:34,No,Protex,2021-03-08 12:33,No,,,,,Buenos Aires,Mar del Plata,Denunciante - ciudadano,,Hombre,50,
2021-03-08,,5545650515,Urgencia,Ciudadano,No,Trata,Explotación sexual,,,PNR - Línea 145,Línea 145,Protex,2021-03-08 13:34,No,,,,,,,,,,,,,,
2021-03-08,,7545650515,Urgencia,Ciudadano,Sí,Trata,Explotación sexual,,,PNR - Línea 145,Línea 145,Protex,2021-03-08 14:57,No,,,,,,,,,,,,,,
2021-03-08,,2555650515,Urgencia,Ciudadano,Sí,Trata,Posible captación,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,PNR - Línea 145,Línea 145,Área Legal del Programa Nacional de Rescate,2021-03-08 17:04,Sí,,,,,,,,,,Denunciante - ciudadano,,Mujer,45,02
2021-03-08,,6555650515,Urgencia,Ciudadano,No,Trata,Persona desaparecida,,,PNR - Línea 145,Línea 145,personas extraviadas,2021-03-08 18:34,No,Protex,2021-03-08 18:34,No,,,,,Buenos Aires,Mar del Plata,Denunciante - ciudadano,,Hombre,50,
2021-03-09,,7565650515,Emergencia,Ciudadano,Sí,Trata,Reducción a la servidumbre o situaciones análogas,Buenos Aires,Mar del Plata,PNR - Línea 145,Línea 145,Fiscalía Federal Nº 2 a cargo del Dr. Giffi,2021-03-09 20:18,Sí,Protex,2021-03-09 12:20,Sí,,,,,,,Denunciante - ciudadano,,,0,06
2021-03-09,,5584750515,Emergencia,Ciudadano,No,Trata,Reducción a la servidumbre o situaciones análogas,Buenos Aires,Mar del Plata,PNR - Línea 145,Línea 145,Fiscalía Federal Nº 2 de Mar del Plata,2021-03-09 20:15,Sí,Protex,2021-03-09 17:28,No,,,,,,,Denunciante - ciudadano,,Mujer,45,06
2021-03-09,,6584750515,Emergencia,Ciudadano,Sí,Trata,Reducción a la servidumbre o situaciones análogas,Buenos Aires,Mar del Plata,PNR - Línea 145,Línea 145,Protex,2021-03-09 22:39,No,,,,,,,,,,,,,,06
2021-03-10,,594750515,Emergencia,Ciudadano,No,Trata,Posible captación,Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Policía Federal Argentina,2021-03-10 08:15,Sí,,,,,,,,,,Denunciante - ciudadano,,Mujer,23,06
2021-03-10,,1594750515,Urgencia,Ciudadano,No,Trata,Explotación sexual,Buenos Aires,Mar del Plata,PNR - Línea 145,Correo Institucional,,,,,,,,,,,,,Denunciante - ciudadano,,Hombre,50,06
2021-03-10,,2594750515,Urgencia,Ciudadano,No,Trata,Posible captación,,,PNR - Línea 145,Línea 145,Protex,2021-03-10 10:20,Sí,,,,,,,,,,Denunciante - ciudadano,,Hombre,0,
2021-03-10,,3505750515,Urgencia,Institución - delegación migraciones de viedma,No,Trata,"Explotación laboral niñas, niños y adolescentes",Río Negro,Lamarque,PNR - Línea 145,Línea 145,Protex,2021-03-17 14:51,Sí,,,,,,,,,,,,,,62
2021-03-10,,6505750515,Urgencia,Ciudadano,No,Trata,Explotación sexual,Buenos Aires,Mar del Plata,PNR - Línea 145,Línea 145,Protex,2021-03-10 16:24,Sí,,,,,,,,,,Denunciante - ciudadano,,Hombre,37,06
2021-03-10,,9415750515,Urgencia,Ciudadano,No,Trata,Otro,Buenos Aires,Mar del Plata,PNR - Línea 145,Línea 145,DDI de Mar del Plata,2021-03-10 22:12,No,,,,,,,,,,,,,,06
2021-03-10,,515750515,Urgencia,Ciudadano,No,Trata,Explotación laboral,Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Área Legal del Programa Nacional de Rescate,2021-03-10 19:43,Sí,,,,,,,Bolivia,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Denunciante - ciudadano,,Mujer,45,06
2021-03-10,,1515750515,Urgencia,Ciudadano,Sí,Trata,Reducción a la servidumbre o situaciones análogas,,,PNR - Línea 145,Línea 145,Protex,2021-03-10 20:55,No,,,,,,,,,,,,,,
2021-03-11,,4525750515,Urgencia,Ciudadano,Sí,Trata,Explotación laboral,Buenos Aires,San Francisco Solano,PNR - Línea 145,Línea 145,Protex,2021-03-11 16:34,No,,,,,,,,,,,,,,06
2021-03-11,,5525750515,Urgencia,Ciudadano,No,Trata,Explotación laboral,Entre Ríos,,PNR - Línea 145,Línea 145,Protex,2021-03-11 18:27,Sí,,,,,,,Argentina,Misiones,Posadas,Denunciante - ciudadano,,Mujer,0,30
2021-03-11,,7525750515,Urgencia,Ciudadano,No,Trata,Publicidad de oferta sexual,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,PNR - Línea 145,Correo Institucional,Oficina de monitoreo,2021-03-11 19:30,No,,,,,,,,,,Denunciante - ciudadano,,Mujer,35,02
2021-03-12,,5555750515,Emergencia,Ciudadano,Sí,Trata,Explotación sexual,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,PNR - Línea 145,Línea 145,Área Legal del Programa Nacional de Rescate,2021-03-12 18:45,No,Policía Federal Argentina,2021-03-12 18:45,Sí,,,,,,,Denunciante - ciudadano,,Mujer,30,02
2021-03-12,,8465750515,Emergencia,Ciudadano,No,Trata,Explotación sexual,Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Policía Federal Argentina,2021-03-12 22:47,Sí,Protex,2021-03-12 22:47,No,,,,,,,Denunciante - ciudadano,,Mujer,20,06
2021-03-12,,9465750515,Emergencia,Ciudadano,No,Trata,Explotación sexual,Buenos Aires,Buenos Aires,PNR - Línea 145,Correo Institucional,Policía Federal Argentina,2021-03-12 22:55,Sí,Protex,2021-03-12 22:55,No,,,,,,,Denunciante - ciudadano,,Mujer,20,06
2021-03-13,,575750515,Urgencia,Ciudadano,No,Trata,"Explotación sexual niñas, niños y adolescentes",Buenos Aires,Salto,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2021-03-13 13:11,Sí,,,,,,,,Buenos Aires,Salto,Denunciante - ciudadano,,Mujer,30,06
2021-03-13,,3575750515,Emergencia,Ciudadano,Sí,Trata,"Explotación laboral niñas, niños y adolescentes",Salta,Salta,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2021-03-13 14:32,Sí,,,,,,,,,,Denunciante - ciudadano,,,50,66
2021-03-13,,4575750515,Urgencia,Ciudadano,No,Trata,Explotación laboral,Tucumán,Yerba Buena,PNR - Línea 145,Línea 145,Protex,2021-03-13 15:05,Sí,,,,,,,,,,Denunciante - ciudadano,,Hombre,52,90
2021-03-13,,5575750515,Emergencia,Ciudadano,Sí,Trata,"Explotación laboral niñas, niños y adolescentes",Buenos Aires,Lomas de Zamora,PNR - Línea 145,Línea 145,Policía Federal Argentina,2021-03-13 15:38,Sí,,,,,,,,,,Denunciante - ciudadano,,,35,06
2021-03-14,,9494841515,Urgencia,Institución - hogares mujeres madres de la ciudad de rosario,Sí,Trata,Posible captación,Santa Fe,Rosario,PNR - Línea 145,Línea 145,,,,,,,,,,Paraguay,,,Denunciante - ciudadano,,Mujer,15,82
2021-03-14,,594841515,Emergencia,Institución - hogares mujeres madres de la ciudad de rosario,No,Trata,Posible captación,Santa Fe,Rosario,PNR - Línea 145,Correo Institucional,Gendarmería Nacional Argentina,2021-03-14 15:13,Sí,,,,,,,Paraguay,,,Denunciante - ciudadano,,Mujer,15,82
2021-03-15,,6505841515,Urgencia,Ciudadano,No,Trata,Privación ilégitima de la libertad,Santa Fe,Rosario,PNR - Línea 145,Línea 145,Protex,2021-03-15 00:40,Sí,,,,,,,,,,Denunciante - ciudadano,,,0,82
2021-03-15,,515841515,Emergencia,Ciudadano,No,Trata,Explotación laboral,Entre Ríos,Ubajay,PNR - Línea 145,Línea 145,Protex,2021-03-15 09:57,No,,,,,,,,Entre Ríos,Ubajay,Denunciante - ciudadano,,Hombre,57,30
2021-03-15,,4515841515,Urgencia,Ciudadano,Sí,Trata,Explotación sexual,,,PNR - Línea 145,Línea 145,Área Legal del Programa Nacional de Rescate,2021-03-15 11:32,Sí,,,,,,,,,,,,,,
2021-03-15,,5515841515,Emergencia,Institución - renatre,No,Trata,Explotación laboral,Misiones,Posadas,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2021-03-15 11:52,Sí,Protex,2021-03-15 11:52,No,,,,,,,Denunciante - institucion,,Hombre,35,54
2021-03-15,,7525841515,Urgencia,Ciudadano,No,Trata,Explotación sexual,,,PNR - Línea 145,Línea 145,Área Legal del Programa Nacional de Rescate,2021-03-15 13:56,Sí,,,,,,,,,,,,,,
2021-03-15,,9435841515,Urgencia,Ciudadano,No,Trata,Persona desaparecida,,,PNR - Línea 145,Línea 145,Protex,2021-03-15 15:39,No,,,,,,,,,,Denunciante - ciudadano,,Mujer,50,
2021-03-15,,5535841515,Urgencia,Ciudadano,No,Trata,Posible captación,Buenos Aires,,PNR - Línea 145,Línea 145,Área Legal del Programa Nacional de Rescate,2021-03-15 21:46,Sí,,,,,,,,Buenos Aires,,Denunciante - ciudadano,,Hombre,60,06
2021-03-15,,7535841515,Urgencia,Ciudadano,No,Trata,Posible captación,Buenos Aires,Buenos Aires,PNR - Línea 145,Correo Institucional,Área Legal del Programa Nacional de Rescate,2021-03-15 21:53,Sí,,,,,,,,Buenos Aires,,Denunciante - ciudadano,,Hombre,60,06
2021-03-15,,8445841515,Urgencia,Ciudadano,No,Trata,Persona desaparecida,Buenos Aires,Carapachay,PNR - Línea 145,Línea 145,Protex,2021-03-15 22:32,Sí,,,,,,,,,,Denunciante - ciudadano,,Mujer,60,06
2021-03-16,,8455841515,Urgencia,Ciudadano,No,Trata,Explotación sexual,Buenos Aires,Pilar Centro,PNR - Línea 145,Línea 145,Protex,2021-03-16 12:44,Sí,,,,,,,,,,Denunciante - ciudadano,,Mujer,55,06
2021-03-16,,555841515,Urgencia,Institución - cesac 14,No,Trata,Persona desaparecida,Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Área Legal del Programa Nacional de Rescate,2021-03-16 13:44,Sí,,,,,,,,,,Denunciante - ciudadano,,Mujer,35,06
2021-03-16,,1555841515,Urgencia,Ciudadano,Sí,Trata,Explotación sexual,Santa Fe,Rosario,PNR - Línea 145,Línea 145,Protex,2021-03-16 13:58,Sí,,,,,,,,,,Denunciante - ciudadano,,,50,82
2021-03-16,,3555841515,Urgencia,Ciudadano,No,Trata,Explotación sexual,Misiones,Posadas,PNR - Línea 145,Línea 145,Área Legal del Programa Nacional de Rescate,2021-03-16 17:15,No,Protex,2021-03-16 17:15,No,,,,,,,Denunciante - ciudadano,,Mujer,27,54
2021-03-16,,5555841515,Urgencia,Ciudadano,No,Trata,Posible captación,Buenos Aires,Caseros,PNR - Línea 145,Línea 145,Protex,2021-03-16 19:29,No,,,,,,,Argentina,,,Denunciante - ciudadano,,Mujer,59,06
2021-03-16,,6555841515,Urgencia,Institución - cesac 14,No,Trata,Persona desaparecida,Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Protex,2021-03-16 19:10,Sí,,,,,,,,,,Denunciante - ciudadano,,Mujer,0,06
2021-03-16,,7555841515,Emergencia,Ciudadano,No,Trata,Explotación laboral,Río Negro,Genreal Conesa,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2021-03-16 21:43,Sí,,,,,,,,,,Denunciante - ciudadano,,Hombre,45,62
2021-03-16,,3565841515,Emergencia,Institución - ministerio de trabajo de la nación,No,Trata,Explotación laboral,Catamarca,Catamarca,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2021-03-17 00:00,Sí,,,,,,,,,,Denunciante - ciudadano,,Hombre,0,10
2021-03-16,,4565841515,Urgencia,Ciudadano,Sí,Trata,Explotación sexual,Salta,Salta,PNR - Línea 145,Línea 145,,,,,,,,,,,,,Denunciante - ciudadano,,,43,66
2021-03-17,,5565841515,Urgencia,Ciudadano,Sí,Trata,Persona desaparecida,Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Policía Federal Argentina,2021-03-17 01:24,Sí,,,,,,,,,,,,,,06
2021-03-17,,6565841515,Emergencia,Ciudadano,Sí,Trata,"Explotación laboral niñas, niños y adolescentes",Buenos Aires,,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2021-03-17 02:28,Sí,,,,,,,,,,Denunciante - ciudadano,,,45,06
2021-03-17,,8475841515,Urgencia,"Institución - dirección de inspección del trabajo infantil, adolescente e indicios de explotación laboral (ditiaeiel), del ministerio de trabajo de nación",No,Trata,Explotación laboral,Catamarca,Andalgalá,PNR - Línea 145,Correo Institucional,Protex,2021-03-17 08:27,Sí,,,,,,,,,,Denunciante - ciudadano,,Hombre,0,10
2021-03-17,,4575841515,Urgencia,Ciudadano,No,Trata,Otro,Buenos Aires,Guillermo Hudson,PNR - Línea 145,Línea 145,Comisarías,2021-03-17 14:00,Sí,,,,,,,,,,,,,,06
2021-03-17,,7575841515,Urgencia,Ciudadano,No,Trata,Posible captación,Santa Fe,Rosario,PNR - Línea 145,Línea 145,Protex,2021-03-17 11:54,Sí,,,,,,,,,,Denunciante - ciudadano,,Hombre,37,82
2021-03-17,,584941515,Urgencia,Ciudadano,Sí,Trata,Persona desaparecida,,,PNR - Línea 145,Línea 145,Protex,2021-03-17 13:16,Sí,,,,,,,,,,Denunciante - ciudadano,,Mujer,0,
2021-03-17,,7584941515,Urgencia,Ciudadano,No,Trata,Explotación laboral,Entre Ríos,Ubajay,PNR - Línea 145,Línea 145,Protex,2021-03-17 19:19,Sí,,,,,,,,Entre Ríos,Ubajay,Denunciante - victima directa,,Hombre,57,30
2021-03-17,,9494941515,Urgencia,Ciudadano,No,Trata,Explotación sexual,,,PNR - Línea 145,Línea 145,Protex,2021-03-17 19:08,Sí,,,,,,,,,,Denunciante - ciudadano,,Mujer,45,
2021-03-17,,594941515,Urgencia,Ciudadano,No,Trata,Explotación laboral,San Juan,Chimbas,PNR - Línea 145,Línea 145,Protex,2021-03-17 19:29,Sí,,,,,,,,,,Denunciante - ciudadano,,Hombre,50,70
2021-03-17,,5594941515,Urgencia,Ciudadano,No,Trata,Posible captación,,,PNR - Línea 145,Línea 145,Área Legal del Programa Nacional de Rescate,2021-03-17 21:16,No,,,,,,,,,,Denunciante - ciudadano,,,50,
2021-03-17,,9405941515,Urgencia,Ciudadano,No,Trata,Explotación sexual,,,PNR - Línea 145,Línea 145,Protex,2021-03-17 22:35,No,,,,,,,Argentina,Buenos Aires,Wilde,Denunciante - ciudadano,,Mujer,40,
2021-03-18,,505941515,Urgencia,Ciudadano,No,Trata,Explotación laboral,,,PNR - Línea 145,Línea 145,Protex,2021-03-18 01:28,No,,,,,,,,,,Denunciante - ciudadano,,Hombre,40,
2021-03-18,,1505941515,Emergencia,Ciudadano,Sí,Trata,Explotación sexual,,,PNR - Línea 145,Línea 145,Protex,2021-03-18 01:48,No,,,,,,,,,,,,,,
2021-03-18,,3505941515,Urgencia,Ciudadano,No,Trata,Posible captación,Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Área Legal del Programa Nacional de Rescate,2021-03-18 10:32,Sí,,,,,,,,,,Denunciante - victima directa,,Mujer,28,06
2021-03-18,,525941515,Emergencia,Institución - hospital de san fernando (bs as),No,Trata,"Explotación sexual niñas, niños y adolescentes",Buenos Aires,San Fernando,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2021-03-18 17:29,Sí,Protex,2021-03-18 17:29,No,,,,,,,Denunciante - ciudadano,,Mujer,35,06
2021-03-19,,1545941515,Urgencia,"Institución - subsecretaria de mujer, género y diversidad de godoy cruz",No,Trata,Trata,Mendoza,Godoy Cruz,PNR - Línea 145,Línea 145,Protex,2021-03-19 10:28,Sí,,,,,,,,,,Denunciante - ciudadano,,Mujer,0,50
2021-03-19,,2545941515,Urgencia,Ciudadano,No,Trata,Posible captación,Buenos Aires,Béccar,PNR - Línea 145,Línea 145,Protex,2021-03-19 12:13,Sí,,,,,,,,,,,,,,06
